mean_fit_time,mean_score_time,param_classifier__max_bin,param_classifier__max_depth,param_classifier__n_estimators,param_classifier__num_leaves,mean_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_matthews_corrcoef,rank_test_matthews_corrcoef,mean_train_matthews_corrcoef,mean_test_roc_auc,rank_test_roc_auc,mean_train_roc_auc
3077.788,0.37,16,9,1716,83,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
2643.633,0.393,31,7,1883,25,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
1952.705,0.356,23,9,1099,86,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
1694.794,0.274,28,4,1920,74,0.5,43,0.5,0.0,43,0.0,0.5,43,0.5
1639.0,0.257,5,4,1349,181,0.416,48,0.419,-0.258,49,-0.245,0.416,48,0.419
1329.568,0.333,29,9,572,25,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
2235.088,0.372,24,7,1476,213,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
1315.006,0.263,19,4,1350,115,0.498,46,0.514,-0.007,46,0.05,0.498,46,0.514
1281.035,0.255,28,5,1255,45,0.416,48,0.437,-0.208,48,-0.167,0.416,48,0.437
2208.631,0.38,23,7,1410,183,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
2986.776,0.37,4,5,1789,201,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
1704.465,0.323,4,6,744,167,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
2521.593,0.351,7,7,1382,199,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
1001.803,0.249,6,4,628,180,0.5,43,0.499,0.0,43,-0.018,0.5,43,0.499
2036.948,0.359,25,9,1256,33,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
2322.648,0.379,19,8,1566,202,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
1647.624,0.273,28,5,1845,247,0.208,50,0.22,-0.628,50,-0.611,0.206,50,0.219
1805.76,0.329,13,5,791,118,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
1743.274,0.343,27,7,930,98,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
1095.809,0.255,31,4,898,115,0.498,46,0.5,-0.045,47,0.006,0.498,46,0.5
1951.431,0.346,25,8,1133,186,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
1600.986,0.354,24,7,824,22,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
2866.279,0.367,8,8,1655,220,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
2877.332,0.37,8,8,1667,164,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
2289.385,0.378,7,6,1291,223,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
1728.732,0.378,17,9,1060,65,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
2989.589,0.338,9,5,1972,111,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
2761.697,0.339,9,4,1816,178,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
1607.819,0.383,20,9,887,114,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
1796.678,0.331,14,9,868,247,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
1528.685,0.362,25,5,883,16,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
2028.526,0.345,14,6,1055,202,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
1317.186,0.358,27,7,630,137,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
2226.829,0.342,6,7,1234,139,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
2193.015,0.364,7,6,1239,164,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
2388.742,0.34,21,6,1935,30,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
2242.395,0.321,13,6,1205,52,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
2427.075,0.321,14,7,1372,27,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
2653.017,0.325,6,7,1604,48,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
1215.248,0.267,26,4,1306,35,0.516,42,0.51,0.128,42,0.088,0.516,42,0.51
2329.065,0.355,18,6,1895,200,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
1700.739,0.299,12,9,786,40,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
1314.835,0.311,6,7,594,242,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
1641.369,0.299,15,9,796,88,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
2177.184,0.295,23,4,1934,210,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
1456.722,0.296,28,8,823,252,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
1407.177,0.25,18,4,1784,211,0.62,41,0.605,0.35,41,0.312,0.624,41,0.605
1953.32,0.297,17,7,1520,102,0.998,16,1.0,0.996,16,1.0,1.0,1,1.0
1765.28,0.313,17,5,1343,200,0.998,16,1.0,0.996,16,1.0,1.0,40,1.0
1159.45,0.231,20,4,1425,165,0.5,43,0.5,0.0,43,0.0,0.5,43,0.5
